Raw noise,Kalman filtered output
-0.4554743041419058,0.9686688505957711
-2.8980033021350917,0.8854332465252437
-2.0670893229583767,0.8218760092173771
5.100627406491332,0.9139822036792431
-3.1790816212857154,0.8258731976623849
0.4434249914273767,0.8176404574107506
4.717724449747298,0.9015952987330638
3.4298379495477014,0.9560193088288779
-4.7849211668215474,0.8324374199205516
-1.4134190081435443,0.784092173915258
2.4012521715153925,0.8189038372686855
-5.5107881715291445,0.6826482362965209
7.29796239693599,0.8250522593239851
5.064992323393344,0.9163229847736191
-6.202671412030972,0.7630765300478842
9.491832303003775,0.9509753823032948
2.018435892125189,0.9739539842759775
5.828637340220473,1.0784579312728257
